#NR_SVs chm13
#chr	outermost_start	outermost_stop	variant_count	variant_type	method	analysis	platform	study	variant	clinical_assertion	clinvar_accession	bin_size
chr22	22314487	23402568	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605833	Pathogenic	RCV000767632.1;VCV000625624.1	large
chr22	23092560	23723841	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132862	Pathogenic	RCV000135338.3;VCV000146012.1	medium
chr22	24248138	24250636	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789562	Likely pathogenic	RCV003113203.2;VCV002424622.2	medium
chr22	24263613	24263614	2	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145594;nssv15145595	Pathogenic	RCV000008494.7;VCV000008030.2;RCV000008495.7;VCV000008030.2	small
chr22	24263968	24264154	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16211924	Pathogenic	RCV001031605.5;VCV000831011.5	medium
chr22	24475137	25076234	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124434	Pathogenic	RCV000240545.2;VCV000253500.2	medium
chr22	27061983	27141136	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147788	Likely pathogenic	RCV000445358.1;VCV000369847.1	medium
chr22	27440571	34449562	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132509	Pathogenic	RCV000050553.5;VCV000057002.1	large
chr22	28415285	33081236	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15141185	Likely pathogenic	RCV000510523.2;VCV000442415.2	large
chr22	29156556	29173502	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18788665	Likely pathogenic	RCV003109619.2;VCV002425695.2	medium
chr22	29157174	29193574	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172022	Pathogenic	RCV001391302.3;VCV000986728.3	medium
chr22	29161280	29161399	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15770344	Likely pathogenic	RCV000803915.5;VCV000649057.5	medium
chr22	29164957	29165038	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15770160	Likely pathogenic	RCV000798151.6;VCV000644269.6	medium
chr22	29164957	29180986	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973846	Likely pathogenic	RCV002041007.3;VCV001517095.3	medium
chr22	29164967	29165028	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149454	Likely pathogenic	RCV000469066.2;VCV000417602.2	medium
chr22	29169505	29169506	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326507	Pathogenic	RCV002362071.1;VCV001755738.1	small
chr22	29171471	29173502	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16211846	Likely pathogenic	RCV001031308.5;VCV000830692.5	medium
chr22	29171471	29180986	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154236	Likely pathogenic	RCV000708150.5;VCV000583911.5	medium
chr22	29171471	29186871	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213057	Likely pathogenic	RCV001031097.4;VCV000830466.4	medium
chr22	29171475	29173498	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15151616	Likely pathogenic	RCV000636054.2;VCV000530264.2	medium
chr22	29180876	29186871	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212459	Likely pathogenic	RCV001033328.4;VCV000832858.4	medium
chr22	29182188	29182189	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326530	Likely pathogenic	RCV002322992.1;VCV001728832.1	small
chr22	29186130	29186131	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326529	Likely pathogenic	RCV002322984.1;VCV001728823.1	small
chr22	29186153	29186154	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326728	Likely pathogenic	RCV002443358.1;VCV001728822.1	small
chr22	29186461	29186871	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154205	Likely pathogenic	RCV000707903.7;VCV000583612.7	medium
chr22	29186471	29186861	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149070	Likely pathogenic	RCV000196086.5;VCV000216002.2	medium
chr22	30144796	30144970	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129277	Likely pathogenic	RCV000544026.6;VCV000457885.9	medium
chr22	30722093	50478601	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16208602	Pathogenic	RCV001007181.1;VCV000816216.1	large
chr22	32224682	32230736	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172265	Likely pathogenic	RCV001378967.3;VCV001067647.3	medium
chr22	32229003	32232930	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214688	Pathogenic	RCV001032852.4;VCV000832362.4	medium
chr22	32232861	32232910	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17650025	Likely pathogenic	RCV001531385.9;VCV001176016.10	medium
chr22	32247903	32334452	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973963	Likely pathogenic	RCV002047838.2;VCV001504611.2	medium
chr22	32278670	32278910	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172264	Likely pathogenic	RCV001378966.3;VCV001067646.3	medium
chr22	32297594	32297595	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16865879	Likely pathogenic	RCV001258322.1;VCV000979169.1	small
chr22	32321111	32343453	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973616	Likely pathogenic	RCV002027031.3;VCV001517012.3	medium
chr22	34022279	34108334	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215054	Likely pathogenic	RCV001091679.11;VCV000871615.16	medium
chr22	35736734	39540857	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15151848	Likely pathogenic	RCV000512385.2;VCV000443342.2	large
chr22	35841104	35841264	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792094	Likely pathogenic	RCV003107591.2;VCV002424358.2	medium
chr22	38183012	41333145	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146369	Pathogenic	RCV000051685.4;VCV000057943.1	large
chr22	38388589	39033708	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15140487	Likely pathogenic	RCV000447478.3;VCV000395465.3	medium
chr22	38595977	38606477	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172008	Pathogenic	RCV001391042.4;VCV001076982.4	medium
chr22	41616131	41641523	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149440	Pathogenic	RCV000449571.1;VCV000397516.1	medium
chr22	41752776	42895918	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146706	Pathogenic	RCV000136785.4;VCV000147621.2	large
chr22	41932172	42841612	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153267	Likely pathogenic	RCV000684486.1;VCV000565011.1	medium
chr22	42005153	42005154	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326458	Likely pathogenic	RCV002289392.1;VCV001709577.1	small
chr22	42677426	47795480	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132917	Pathogenic	RCV000135528.5;VCV000146215.2	large
chr22	49704424	50292088	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133993	Pathogenic	RCV000136134.4;VCV000146908.2	medium
chrX	163860	447739	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215262	Likely pathogenic	RCV001194556.1;VCV000929356.1	medium
chrX	306840	853117	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215287	Likely pathogenic	RCV001194581.1;VCV000929383.1	medium
chrX	464175	498569	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16216571	Pathogenic	RCV001200558.11;VCV000932651.14	medium
chrX	2395047	2879078	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15175311	Pathogenic	RCV000753311.2;VCV000616675.2	medium
chrX	2567802	2573403	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124104	Likely pathogenic	RCV000240226.1;VCV000253340.1	medium
chrX	6083031	7721245	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976731	Pathogenic	RCV002286347.1;VCV001707431.1	large
chrX	6084980	7724116	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215223	Likely pathogenic	RCV001194517.1;VCV000929313.1	large
chrX	6093484	7720654	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215277	Likely pathogenic	RCV001194571.1;VCV000929372.1	large
chrX	6111669	7720654	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215278	Likely pathogenic	RCV001194572.1;VCV000929373.1	large
chrX	6112869	7704932	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv8639983	Likely pathogenic	RCV000203437.3;VCV000219018.4	large
chrX	6232476	7720654	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755718	Likely pathogenic	RCV000790594.1;VCV000638126.1	large
chrX	6264118	7683114	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132866	Pathogenic	RCV000135396.4;VCV000146070.2	large
chrX	6313824	7724116	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326441	Pathogenic	RCV002287835.1;VCV001708462.1	large
chrX	8121011	8164347	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214594	Likely pathogenic	RCV001031837.6;VCV000831268.6	medium
chrX	8992810	16229057	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147066	Pathogenic	RCV000052362.5;VCV000058589.1	large
chrX	9996357	10102493	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15155639	Likely pathogenic	RCV000684268.1;VCV000564779.1	medium
chrX	10065013	10065201	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789095	Likely pathogenic	RCV003111126.2;VCV002422986.2	medium
chrX	10092872	14921856	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16254356	Likely pathogenic	RCV001259461.1;VCV000980285.1	large
chrX	10341605	10648048	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120631	Pathogenic	RCV000052363.5;VCV000058590.1	medium
chrX	10374877	10903644	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15143560	Likely pathogenic	RCV000511422.2;VCV000443332.2	medium
chrX	10686953	10704100	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120632	Pathogenic	RCV000052364.5;VCV000058591.1	medium
chrX	10690706	10703653	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121366	Likely pathogenic	RCV000140558.3;VCV000151873.1	medium
chrX	12438220	18963051	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148272	Likely pathogenic	RCV000143774.5;VCV000155707.2	large
chrX	13525048	21713450	2	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15773512;nssv15773513	Pathogenic	RCV000849766.2;VCV000689075.2;RCV000849768.2;VCV000689077.2	large
chrX	14755645	23536263	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146651	Pathogenic	RCV000134875.5;VCV000145518.2	large
chrX	14855285	29321373	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15143565	Likely pathogenic	RCV000511443.2;VCV000442024.2	large
chrX	14895476	21480428	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15772079	Pathogenic	RCV000846517.2;VCV000685809.2	large
chrX	15759764	20204774	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16208624	Pathogenic	RCV001007268.1;VCV000816314.1	large
chrX	17270334	17275101	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214192	Pathogenic	RCV001032755.4;VCV000832246.4	medium
chrX	18029777	18107247	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152140	Likely pathogenic	RCV000512391.2;VCV000443445.2	medium
chrX	18089694	18093469	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171426	Pathogenic	RCV001383152.6;VCV001070859.7	medium
chrX	18143233	18170709	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132794	Pathogenic	RCV000134813.4;VCV000145441.2	medium
chrX	18147060	18192192	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973413	Likely pathogenic	RCV002016395.3;VCV001508838.5	medium
chrX	18147060	18195897	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973414	Likely pathogenic	RCV002016403.3;VCV001508848.4	medium
chrX	18147070	18192182	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171427	Pathogenic	RCV001383153.4;VCV001070860.4	medium
chrX	18226183	18421360	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120633	Pathogenic	RCV000052365.5;VCV000058592.1	medium
chrX	18748280	19780635	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16736618	Pathogenic	RCV001291960.1;VCV000997059.1	large
chrX	18932845	18932846	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130481	Likely pathogenic	RCV000735827.1;VCV000599237.1	small
chrX	19207712	20156627	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145756	Pathogenic	RCV000052384.4;VCV000058609.1	medium
chrX	19461019	19977986	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146410	Pathogenic	RCV000052385.5;VCV000058610.1	medium
chrX	19760611	20291801	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153961	Likely pathogenic	RCV000684286.1;VCV000564797.1	medium
chrX	21630363	21682501	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789218	Likely pathogenic	RCV003111252.2;VCV002423111.2	medium
chrX	21630383	21697921	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171803	Pathogenic	RCV001389606.5;VCV001075902.5	medium
chrX	21649927	21714889	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18842035	Likely pathogenic	RCV003330294.1;VCV002581060.1	medium
chrX	21659694	21680388	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789219	Pathogenic	RCV003111253.2;VCV002423112.2	medium
chrX	21659694	21682501	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973003	Likely pathogenic	RCV001996198.4;VCV001497673.4	medium
chrX	21659714	21761711	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212457	Likely pathogenic	RCV001033323.5;VCV000832852.5	medium
chrX	21673733	21716979	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789220	Likely pathogenic	RCV003111254.2;VCV002423113.2	medium
chrX	21713418	21815450	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15128406	Pathogenic	RCV000505404.2;VCV000438553.2	medium
chrX	21716838	21773857	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789217	Pathogenic	RCV003111251.2;VCV002423110.2	medium
chrX	21716858	21716959	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16866074	Pathogenic	RCV001299578.2;VCV001003074.2	medium
chrX	21716960	21796238	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792604	Likely pathogenic	RCV003155817.1;VCV002445898.1	medium
chrX	21732185	21785122	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15140899	Pathogenic	RCV000446165.3;VCV000395516.3	medium
chrX	21751627	21773857	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973490	Likely pathogenic	RCV002019485.3;VCV001497641.3	medium
chrX	21751647	21773837	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213625	Likely pathogenic	RCV001031925.2;VCV000831365.2	medium
chrX	21751647	21811021	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212270	Likely pathogenic	RCV001032977.5;VCV000832496.5	medium
chrX	21802439	21828745	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326550	Likely pathogenic	RCV002308616.1;VCV001723340.1	medium
chrX	21804928	21811041	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973002	Likely pathogenic	RCV001996190.2;VCV001497653.2	medium
chrX	21804948	21811021	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212132	Likely pathogenic	RCV001032540.1;VCV000832020.1	medium
chrX	23314046	32447925	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18841998	Pathogenic	RCV003327710.2;VCV002579271.1	large
chrX	24216329	31424649	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15156303	Pathogenic	RCV000684294.1;VCV000564805.1	large
chrX	24392397	25108278	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17957191	Likely pathogenic	RCV001834468.1;VCV001341147.1	medium
chrX	24426486	24787791	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16207533	Likely pathogenic	RCV001007277.1;VCV000816323.1	medium
chrX	24589126	24589127	2	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv8639725;nssv16865868	Pathogenic	RCV000194440.6;VCV000210320.6;RCV000193893.6;VCV000210317.6	small
chrX	28351793	28686416	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121103	Pathogenic	RCV000052386.5;VCV000058611.1	medium
chrX	28376989	28477447	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124087	Likely pathogenic	RCV000240090.1;VCV000253368.1	medium
chrX	28381320	32809429	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789249	Pathogenic	RCV003111284.2;VCV002423143.2	large
chrX	28513816	29026505	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15142169	Likely pathogenic	RCV000510486.2;VCV000442438.2	medium
chrX	28729714	28929172	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16254349	Likely pathogenic	RCV001259446.1;VCV000980270.1	medium
chrX	28942224	29149264	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16207535	Likely pathogenic	RCV001007279.1;VCV000816325.1	medium
chrX	29305589	29333269	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120634	Pathogenic	RCV000052387.6;VCV000058612.1	medium
chrX	29896200	29915208	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15137318	Pathogenic	RCV000139718.4;VCV000150926.2	medium
chrX	30516374	30881385	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326437	Pathogenic	RCV002287644.1;VCV001708271.1	medium
chrX	30724824	30767569	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786315	Likely pathogenic	RCV002510266.1;VCV001878213.1	medium
chrX	30744406	30745661	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213503	Likely pathogenic	RCV001031752.6;VCV000831175.7	medium
chrX	30745644	31277536	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16254703	Pathogenic	RCV001261483.1;VCV000981993.1	medium
chrX	30767550	30946810	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792258	Likely pathogenic	RCV003109352.2;VCV002424865.2	medium
chrX	30767550	30962300	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973670	Likely pathogenic	RCV002031356.1;VCV001523951.1	medium
chrX	30767560	31105619	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213030	Pathogenic	RCV001031055.6;VCV000830419.6	medium
chrX	30771644	31106413	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154831	Likely pathogenic	RCV000708003.4;VCV000583732.4	medium
chrX	30776037	30781050	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153003	Likely pathogenic	RCV000548924.2;VCV000455795.2	medium
chrX	30776037	31105629	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973431	Likely pathogenic	RCV002016756.3;VCV001511492.4	medium
chrX	30776047	30821255	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213896	Likely pathogenic	RCV001032306.6;VCV000831770.6	medium
chrX	30776774	30821265	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973435	Likely pathogenic	RCV002016798.3;VCV001511551.3	medium
chrX	30787937	31543419	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15134716	Pathogenic	RCV000138188.4;VCV000149130.2	medium
chrX	30802034	30808994	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213837	Likely pathogenic	RCV001032231.2;VCV000831690.2	medium
chrX	30802034	30921825	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789708	Likely pathogenic	RCV003113355.2;VCV002424990.3	medium
chrX	30802044	30821245	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154286	Pathogenic	RCV000708513.1;VCV000584367.1	medium
chrX	30804645	30962300	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154849	Pathogenic	RCV000708437.6;VCV000584270.8	medium
chrX	30807558	31207782	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789705	Pathogenic	RCV003113352.2;VCV002424987.3	medium
chrX	30807558	31256327	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789702	Likely pathogenic	RCV003113349.2;VCV002424984.3	medium
chrX	30821151	31105629	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973801	Pathogenic	RCV002037894.3;VCV001453358.4	medium
chrX	30821151	31256327	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789701	Likely pathogenic	RCV003113348.2;VCV002424983.3	medium
chrX	30821151	31978794	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973423	Likely pathogenic	RCV002016640.3;VCV001511329.3	large
chrX	30821161	31105619	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973428	Likely pathogenic	RCV002016747.1;VCV001511481.1	medium
chrX	30821246	31076259	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326648	Likely pathogenic	RCV002302506.1;VCV001722392.1	medium
chrX	30859055	31105629	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789704	Pathogenic	RCV003113351.2;VCV002424986.3	medium
chrX	30859055	31327922	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15151611	Pathogenic	RCV000630653.6;VCV000526154.7	medium
chrX	30912543	31042796	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154251	Pathogenic	RCV000708242.6;VCV000584029.6	medium
chrX	30912543	31105619	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15770450	Pathogenic	RCV000807244.2;VCV000651818.2	medium
chrX	30912543	31106413	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15771016	Pathogenic	RCV000823972.1;VCV000665650.1	medium
chrX	30912543	31207782	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154850	Pathogenic	RCV000708463.1;VCV000584308.1	medium
chrX	30912543	31418306	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212670	Pathogenic	RCV001033677.4;VCV000833222.4	medium
chrX	30912543	31566762	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154134	Likely pathogenic	RCV000707939.1;VCV000583656.1	medium
chrX	30921735	30921835	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153090	Pathogenic	RCV000630645.1;VCV000526144.1	medium
chrX	30921735	31105629	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792257	Pathogenic	RCV003109351.2;VCV002424864.3	medium
chrX	30921735	31277768	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17974511	Pathogenic	RCV001901023.3;VCV001394862.3	medium
chrX	30921745	30921825	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15770787	Pathogenic	RCV000817291.1;VCV000660160.1	medium
chrX	30921745	30946800	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973885	Likely pathogenic	RCV002043359.5;VCV001511531.5	medium
chrX	30921754	30946790	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17517522	Pathogenic	RCV001449879.5;VCV001120172.5	medium
chrX	30946692	30946810	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971542	Pathogenic	RCV001956305.5;VCV001458307.5	medium
chrX	30946692	30962300	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154276	Likely pathogenic	RCV000708409.1;VCV000584234.1	medium
chrX	30946692	31042796	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973433	Likely pathogenic	RCV002016772.3;VCV001511511.3	medium
chrX	30946692	31327922	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153091	Pathogenic	RCV000630647.6;VCV000526146.6	medium
chrX	30946702	31105619	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213938	Pathogenic	RCV001032359.1;VCV000831830.1	medium
chrX	30946791	31256152	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17059339	Likely pathogenic	RCV001358729.1;VCV001050835.1	medium
chrX	30946791	31434923	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18830872	Pathogenic	RCV003230995.1;VCV002504004.1	medium
chrX	30946800	31327775	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18329060	Likely pathogenic	RCV002475222.1;VCV001807265.1	medium
chrX	30962300	31530470	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792254	Pathogenic	RCV003109348.2;VCV002424861.3	medium
chrX	31042610	31226045	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792256	Likely pathogenic	RCV003109350.2;VCV002424863.3	medium
chrX	31042610	31418316	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972081	Pathogenic	RCV001963300.3;VCV001460421.3	medium
chrX	31042620	31418306	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971212	Pathogenic	RCV001951448.1;VCV001460141.1	medium
chrX	31042777	31225835	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792847	Likely pathogenic	RCV003226747.1;VCV002501150.1	medium
