#ClinGen Gene Curation Results
#26 Dec,2024
#Genomic Locations are reported on chm13 (hs1): GCA_009914755.4
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_gene.cgi?sym=Gene Symbol
#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
SCN1B	6324	19q13.11	chr19:37575088-37585067	0	No evidence available							0	No evidence available							2019-09-04		
SCN2A	6326	2q24.3	chr2:165652325-165849581	3	Sufficient evidence for dosage pathogenicity	22495306	15028761	28379373, 29655203				0	No evidence available							2020-04-22	MONDO:0100038	
SCN5A	6331	3p22.2	chr3:38554101-38661891	3	Sufficient evidence for dosage pathogenicity	30193851	29574140	21288276	17399644	33131149	20129283	0	No evidence available							2021-06-08	MONDO:0015263	
SDCCAG8	10806	1q43-q44	chr1:242667059-242911895	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014444	
SDHAF1	644096	19q13.12	chr19:38540986-38542110	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0100294	
SDHAF2	54949	11q12.2	chr11:61418940-61435631	3	Sufficient evidence for dosage pathogenicity	22241717	26096992	31687641				0	No evidence available							2022-05-11		
SDHB	6390	1p36.13	chr1:16829151-16864469	3	Sufficient evidence for dosage pathogenicity	16258955	19389109	17652212				0	No evidence available							2020-07-22	MONDO:0017366	
SDHC	6391	1q23.3	chr1:160451814-160500650	3	Sufficient evidence for dosage pathogenicity	15342702	17667967	29386252	19454582			0	No evidence available							2021-10-13	MONDO:0011544	
SDHD	6392	11q23.1	chr11:112097078-112130311	3	Sufficient evidence for dosage pathogenicity	10657297	12111639	11343322	15531530	12000816	18211978	0	No evidence available							2021-08-11	MONDO:0008192	
SDR42E1	93517	16q23.3	chr16:88052572-88075198	40	Dosage sensitivity unlikely	32487729	22344438	25807282	32461654			0	No evidence available							2021-02-02		
SEC14L4	284904	22q12.2	chr22:30952312-30969116	40	Dosage sensitivity unlikely	32487729	22344438	32461654				0	No evidence available							2021-02-02		
SEC23B	10483	20p11.23	chr20:18558574-18612485	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009134	
SEM1	7979	7q21.3	chr7:97717281-97945534	0	No evidence available							0	No evidence available							2012-05-14	MONDO:0009080	
SEMA3A	10371	7q21.11	chr7:85206156-85742410	1	Little evidence for dosage pathogenicity	22416012						0	No evidence available							2017-08-07		
SEPSECS	51091	4p15.2	chr4:25101930-25142473	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013438	
SERAC1	84947	6q25.3	chr6:159355719-159413664	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013875	
SERPINA1	5265	14q32.13	chr14:88606265-88620213	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-05-09	MONDO:0013282	
SERPINB6	5269	6p25.2	chr6:2817071-2841079	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013269	
SERPINB7	8710	18q21.33	chr18:63957988-64010481	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-11-13	MONDO:0014272	
SERPINE1	5054	7q22.1	chr7:102449908-102462056	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013227	
SERPINF1	5176	17p13.3	chr17:1650723-1666265	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013515	
SETBP1	26040	18q12.3	chr18:44871339-45259841	3	Sufficient evidence for dosage pathogenicity	25217958	25356899					0	No evidence available							2018-05-23	MONDO:0014482	
SETD1A	9739	16p11.2	chr16:31345214-31372106	3	Sufficient evidence for dosage pathogenicity	24853937	26974950					0	No evidence available							2018-02-28	MONDO:0005090	
SETD1B	23067	12q24.31	chr12:121800674-121829318	3	Sufficient evidence for dosage pathogenicity	34345025	32546566	31110234	31685013	38313655	38108116	0	No evidence available							2024-08-28	MONDO:0100038	
SETD2	29072	3p21.31	chr3:47032792-47180480	3	Sufficient evidence for dosage pathogenicity	24852293	26084711	27317772	29681085	31643139	24901346	0	No evidence available							2022-03-08	MONDO:0100038	
SETD5	55209	3p25.3	chr3:9389553-9471156	3	Sufficient evidence for dosage pathogenicity	25138099	24680889					0	No evidence available							2014-11-06	MONDO:0014336	
SF3B4	10262	1q21.2	chr1:149047800-149052286	3	Sufficient evidence for dosage pathogenicity	22541558	23568615	24003905				0	No evidence available							2014-07-17	MONDO:0007943	
SGCE	8910	7q21.3	chr7:95760163-95892496	3	Sufficient evidence for dosage pathogenicity	16240355	11528394	12402271	20800530	18205193	15728306	0	No evidence available							2021-11-11	MONDO:0008044	
SGCG	6445	13q12.12	chr13:22387744-22531974	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009677	
SGSH	6448	17q25.3	chr17:81107141-81121344	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-02-12	MONDO:0009655	
SH2B1	25970	16p11.2	chr16:29127169-29154714	1	Little evidence for dosage pathogenicity	23160192	24971614	17235396	31439647	26031769		0	No evidence available							2021-07-13		
SH2D1A	4068	Xq25	chrX:122538482-122683566	3	Sufficient evidence for dosage pathogenicity	11049992	11159547	31144249				0	No evidence available							2021-01-27	MONDO:0024551	
SH3TC2	79628	5q32	chr5:149458484-149598008	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011113	
SHANK1	50944	19q13.33	chr19:53747980-53808613	1	Little evidence for dosage pathogenicity	27824329						0	No evidence available							2019-03-27	MONDO:0100038	
SHANK2	22941	11q13.3-q13.4	chr11:70488279-71178966	3	Sufficient evidence for dosage pathogenicity	20473310	22346768	20531469	35456494	32987185	25188300	0	No evidence available							2023-10-26	MONDO:0100038	
SHANK3	85358	22q13.33	chr22:51188382-51246878	3	Sufficient evidence for dosage pathogenicity	23758760	21984749	21779178				0	No evidence available							2018-08-14	MONDO:0011652	
SHH	6469	7q36.3	chr7:156983127-156995607	3	Sufficient evidence for dosage pathogenicity	10556296	12567406	22791840				0	No evidence available	19431187						2020-06-24	MONDO:0007733	
SHOC2	8036	10q25.2	chr10:111803372-111897479	0	No evidence available	24739123						0	No evidence available							2018-09-25		
SHROOM4	57477	Xp11.22	chrX:49863083-50085668	0	No evidence available							0	No evidence available							2012-10-10		
SI	6476	3q26.1	chr3:167761814-167861399	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009114	
SIGLEC5	8778	19q13.41	chr19:54700579-54734220	40	Dosage sensitivity unlikely	32487729	28406212	25807282	26940866	32461654		0	No evidence available							2021-02-02		
SIL1	64374	5q31.2	chr5:139472860-139819644	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2021-08-23	MONDO:0009567	
SIM1	6492	6q16.3	chr6:101558767-101638670	0	No evidence available							0	No evidence available							2012-04-25		
SIN3A	25942	15q24.2	chr15:73239476-73325928	3	Sufficient evidence for dosage pathogenicity	27399968	30267900					0	No evidence available							2020-01-13	MONDO:0013256	
SIX1	6495	14q23.1	chr14:54849879-54864715	0	No evidence available							0	No evidence available							2012-03-22		
SIX3	6496	2p21	chr2:44946967-44951332	3	Sufficient evidence for dosage pathogenicity	19346217	20157829	20531442				0	No evidence available							2020-09-23	MONDO:0007999	
SIX4	51804	14q23.1	chr14:54916015-54930834	0	No evidence available							0	No evidence available							2012-05-08		
SIX6	4990	14q23.1	chr14:54715467-54719149	0	No evidence available							0	No evidence available							2012-03-22		
SKI	6497	1p36.33-p36.32	chr1:1663728-1746139	0	No evidence available							0	No evidence available							2012-01-06		
SLC12A1	6557	15q21.1	chr15:45986536-46112359	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-28	MONDO:0100344	
SLC12A3	6559	16q13	chr16:62661526-62712168	30	Gene associated with autosomal recessive phenotype	21415153						0	No evidence available							2012-02-23	MONDO:0009904	
SLC13A5	284111	17p13.1	chr17:6585350-6614011	30	Gene associated with autosomal recessive phenotype	615905						0	No evidence available							2016-08-22	MONDO:0014392	
SLC16A12	387700	10q23.31	chr10:90314133-90440535	1	Little evidence for dosage pathogenicity	18304496						0	No evidence available							2011-12-21	MONDO:0012786	
SLC16A2	6567	Xq13.2	chrX:72854953-72967554	3	Sufficient evidence for dosage pathogenicity							0	No evidence available							2012-06-28	MONDO:0010354	
SLC17A5	26503	6q13	chr6:74770746-74832087	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0019366	
SLC17A8	246213	12q23.1	chr12:100318500-100383494	1	Little evidence for dosage pathogenicity	26797701	28647561					0	No evidence available							2022-02-08	MONDO:0019587	
SLC22A14	9389	3p22.2	chr3:38288003-38324319	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
SLC22A18	5002	11p15.4	chr11:2988967-3014343	0	No evidence available							0	No evidence available							2012-03-22		
SLC24A1	9187	15q22.31	chr15:63420764-63470393	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013450	
SLC25A1	6576	22q11.21	chr22:19551495-19554689	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014072	
SLC25A12	8604	2q31.1	chr2:172260855-172486078	0	No evidence available							0	No evidence available							2012-01-19		
SLC25A13	10165	7q21.3	chr7:97356097-97558042	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011601	
SLC25A19	60386	17q25.1	chr17:76165067-76181602	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0000152	
SLC2A1	6513	1p34.2	chr1:42795821-42829363	3	Sufficient evidence for dosage pathogenicity	10980529	25532859	25564316				0	No evidence available							2016-03-24	MONDO:0012805	
SLC2A10	81031	20q13.12	chr20:48445926-48472618	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-02-01	MONDO:0008818	
SLC30A10	55532	1q41	chr1:218921670-219196406	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013208	
SLC34A1	6569	5q35.3	chr5:177922451-177942066	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014851	
SLC34A2	10568	4p15.2	chr4:25629983-25660720	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009928	
SLC35A2	7355	Xp11.23	chrX:48313656-48322434	3	Sufficient evidence for dosage pathogenicity	27743886	24115232	23561849				0	No evidence available							2018-01-24	MONDO:0010478	
SLC35C1	55343	11p11.2	chr11:45960038-45968982	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009953	
SLC35D1	23169	1p31.3	chr1:66876833-66931662	30	Gene associated with autosomal recessive phenotype	19508970						0	No evidence available							2016-04-11	MONDO:0010013	
SLC37A4	2542	11q23.3	chr11:119044476-119051267	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0002413	
SLC38A5	92745	Xp11.23	chrX:47867539-47879266	0	No evidence available							0	No evidence available							2012-09-26		
SLC38A8	146167	16q23.3	chr16:90075718-90108865	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012216	
SLC3A1	6519	2p21	chr2:44280825-44326811	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-03-21	MONDO:0009067	
SLC4A10	57282	2q24.2	chr2:161882687-162441881	1	Little evidence for dosage pathogenicity	17363630						0	No evidence available							2012-04-11		
SLC52A3	113278	20p13	chr20:804408-820412	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024537	
SLC5A1	6523	22q12.3	chr22:32507411-32577165	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011731	
SLC6A1	6529	3p25.3	chr3:10986667-11033712	3	Sufficient evidence for dosage pathogenicity	23020937	25865495	28849312				0	No evidence available							2019-09-25	MONDO:0100038	
SLC6A18	348932	5p15.33	chr5:1132355-1153096	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-02		
SLC6A3	6531	5p15.33	chr5:1303172-1357405	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0054835	
SLC6A4	6532	17q11.2	chr17:31138872-31180536	0	No evidence available							0	No evidence available							2012-05-10		
SLC6A8	6535	Xq28	chrX:151961591-151970255	3	Sufficient evidence for dosage pathogenicity	29478817	23644449	23660394				0	No evidence available							2020-11-10	MONDO:0010305	
SLC7A7	9056	14q11.2	chr14:16971294-17027883	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009109	
SLC7A9	11136	19q13.11	chr19:35349238-35388495	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2021-08-23	MONDO:0009067	
SLC9A6	10479	Xq26.3	chrX:134282574-134355980	3	Sufficient evidence for dosage pathogenicity	18342287	21812100	24630051				0	No evidence available							2020-12-08	MONDO:0010278	
SLURP1	57152	8q24.3	chr8:143884338-143885795	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2017-06-08	MONDO:0009552	
SMAD2	4087	18q21.1	chr18:47999960-48122135	0	No evidence available							0	No evidence available							2018-06-28		
SMAD3	4088	15q22.33	chr15:64885658-65017074	3	Sufficient evidence for dosage pathogenicity	30661052	29907982	29392890				0	No evidence available							2020-04-22	MONDO:0013426	
SMAD4	4089	18q21.2	chr18:51230107-51286762	3	Sufficient evidence for dosage pathogenicity	17873119	20101697	18823382				0	No evidence available							2020-12-16	MONDO:0008278	
SMARCA2	6595	9p24.3	chr9:1982793-2196087	0	No evidence available							0	No evidence available							2013-03-27	MONDO:0011053	
SMARCA4	6597	19p13.2	chr19:11087939-11206423	3	Sufficient evidence for dosage pathogenicity	20137775	23775540	33907931	25060813	24658001	24658004	0	No evidence available							2024-07-24	MONDO:0013224	
SMARCB1	6598	22q11.23|22q11	chr22:24234133-24285193	3	Sufficient evidence for dosage pathogenicity	21108436	29706634	18285426				0	No evidence available							2020-04-22	MONDO:0012252	
SMARCE1	6605	17q21.2	chr17:41489340-41513032	3	Sufficient evidence for dosage pathogenicity	23377182	27891692	25143307	26803492	37164167	30421029	0	No evidence available							2024-12-11	MONDO:0011789	
SMC1A	8243	Xp11.22	chrX:52660456-52709071	3	Sufficient evidence for dosage pathogenicity	24896178	26386245	28166369				0	No evidence available							2018-07-23	MONDO:0010370	
SMOC1	64093	14q24.2	chr14:64061797-64239860	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008800	
SMOC2	64094	6q27	chr6:169784275-170019610	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0007436	
SMS	6611	Xp22.11	chrX:21524038-21578161	3	Sufficient evidence for dosage pathogenicity	14508504	18550699	19206178				0	No evidence available							2012-08-23	MONDO:0010664	
SNAP29	9342	22q11.21	chr22:21267728-21299920	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012290	
SNORD107	91380	15q11.2	chr15:22718659-22718733	0	No evidence available							0	No evidence available							2012-04-24		
SNORD108	338427	15q11.2	chr15:22723582-22723652	0	No evidence available							0	No evidence available							2012-07-06		
SNORD109B	338429	15q11.2	chr15:23015008-23015074	0	No evidence available							0	No evidence available							2012-04-28		
SNORD64	347686	15q11.2	chr15:22721757-22721823	0	No evidence available							0	No evidence available							2012-07-06		
SNORD8	319103	14q11.2	chr14:15594769-15594878	0	No evidence available							0	No evidence available							2015-03-11		
SNORD9	692053	14q11.2	chr14:15589625-15589728	0	No evidence available							0	No evidence available							2015-03-11		
SNRPN	6638	15q11.2	chr15:22560289-22715388	0	No evidence available							0	No evidence available							2012-10-26		
SNURF	8926	15q11.2	chr15:22691652-22714515	1	Little evidence for dosage pathogenicity	22511895	28554868	27659713	24311433			0	No evidence available							2023-03-28		
SOBP	55084	6q21	chr6:108669039-108840201	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013353	
SON	6651	21q22.11	chr21:31924877-31959322	3	Sufficient evidence for dosage pathogenicity	25590979	27256762	27545680				0	No evidence available							2019-04-24	MONDO:0014936	
SOS1	6654	2p22.1	chr2:38990066-39133316	0	No evidence available	21387466						0	No evidence available							2012-03-30		
SOST	50964	17q21.31	chr17:44606296-44611349	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0010016	
SOX10	6663	22q13.1	chr22:38432308-38449038	3	Sufficient evidence for dosage pathogenicity	17999358	9462749	10077527				0	No evidence available							2013-07-18	MONDO:0013202	
SOX11	6664	2p25.2	chr2:5713811-5722812	3	Sufficient evidence for dosage pathogenicity	18992374	26543203	24886874	35341651	39333428		0	No evidence available							2024-11-21	MONDO:0014376	
SOX2	6657	3q26.33	chr3:184516501-184519012	3	Sufficient evidence for dosage pathogenicity	17522144	16543359	12612584				0	No evidence available							2012-07-06	MONDO:0008799	
SOX3	6658	Xq27.1	chrX:138814872-138816956	0	No evidence available							2	Some evidence for dosage pathogenicity	15800844	35098650	25900196	26352083	31678974	25791725	2023-01-10		MONDO:0010252
SOX5	6660	12p12.1	chr12:23401301-24433361	3	Sufficient evidence for dosage pathogenicity	22290657	23498568	23220431				0	No evidence available							2016-08-19	MONDO:0014778	
SOX8	30812	16p13.3	chr16:992564-997779	0	No evidence available			18492098				0	No evidence available							2012-02-22		
SOX9	6662	17q24.3	chr17:72994224-72999619	3	Sufficient evidence for dosage pathogenicity	7990924	9002675	8001137	29542186	25983619		0	No evidence available							2023-05-10	MONDO:0007251	
SPAST	6683	2p22.3	chr2:32111981-32206198	3	Sufficient evidence for dosage pathogenicity	24690193	28572275	15667412				0	No evidence available							2019-09-25	MONDO:0008438	
SPATA7	55812	14q31.3	chr14:82605883-82691159	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011415	
SPEG	10290	2q35	chr2:219919623-219978369	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014418	
SPEN	23013	1p36.21-p36.13	chr1:15277366-15381736	1	Little evidence for dosage pathogenicity	25363768	27525107	28135719				0	No evidence available							2019-03-27	MONDO:0100038	
SPG21	51324	15q22.31	chr15:62772442-62799710	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009568	
SPG7	6687	16q24.3	chr16:95571372-95638314	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011803	
SPINK1	6690	5q32	chr5:148360266-148367365	3	Sufficient evidence for dosage pathogenicity	17681820	22427236	10835640	16823394	27578509	14722925	0	No evidence available							2021-10-25	MONDO:0008185	
SPINK5	11005	5q32	chr5:148561390-148673088	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009735	
SPP2	6694	2q37.1	chr2:234539638-234566083	0	No evidence available							0	No evidence available							2019-02-27		
SPRED1	161742	15q14	chr15:36058115-36162546	3	Sufficient evidence for dosage pathogenicity	17704776	19443465					0	No evidence available							2013-03-14	MONDO:0012669	
SRCAP	10847	16p11.2	chr16:31085190-31128418	1	Little evidence for dosage pathogenicity	28263302	25363768					0	No evidence available							2018-05-31		
SRD5A2	6716	2p23.1	chr2:31567195-31625722	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0009923	
SRPX2	27286	Xq22.1	chrX:99086627-99118247	0	No evidence available							0	No evidence available							2012-07-25		
SRRM2	23524	16p13.3	chr16:2772841-2792755	3	Sufficient evidence for dosage pathogenicity	35567594						0	No evidence available							2024-02-13	MONDO:0100038	
SRY	6736	Yp11.2	chrY:2463695-2464522	3	Sufficient evidence for dosage pathogenicity	1639410	1339396	7987333				0	No evidence available							2020-12-22	MONDO:0020712	
ST14	6768	11q24.3	chr11:130195451-130246169	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011218	
ST3GAL5	8869	2p11.2	chr2:85839198-85907289	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-09-25	MONDO:0018274	
STAG2	10735	Xq25	chrX:122270625-122733052	3	Sufficient evidence for dosage pathogenicity	28296084	30158690	31334757	33758131			0	No evidence available							2023-01-25	MONDO:0020119	
STARD9	57519	15q15.2	chr15:40382607-40528130	0	No evidence available	28777490	28440294					Not yet evaluated	Not yet evaluated							2023-10-10		
STAT1	6772	2q32.2	chr2:191397564-191510079	0	No evidence available							0	No evidence available							2013-09-18		
STIL	6491	1p33	chr1:47128555-47193334	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012989	
STK11	6794	19p13.3	chr19:1148391-1196989	3	Sufficient evidence for dosage pathogenicity	2563227	20623358	23892522	28231849			0	No evidence available							2021-11-10	MONDO:0008280	
STRC	161497	15q15.3	chr15:41406922-41426159	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011364	
STS	412	Xp22.31	chrX:6701022-7358027	3	Sufficient evidence for dosage pathogenicity	2813406	10692123	9252398				0	No evidence available							2018-09-13	MONDO:0010622	
STT3A	3703	11q24.2	chr11:125620369-125653836	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-08-29	MONDO:0014270	
STUB1	10273	16p13.3	chr16:684299-686945	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014339	
STX11	8676	6q24.2	chr6:145343164-145384568	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011336	
STXBP1	6812	9q34.11	chr9:139786361-139902982	3	Sufficient evidence for dosage pathogenicity	19557857	23409955					0	No evidence available							2013-06-20	MONDO:0012812	
SUCLG1	8802	2p11.2	chr2:84425228-84461742	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009504	
SUMF1	285362	3p26.1	chr3:3696988-4461281	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010088	
SUPT16H	11198	14q11.2	chr14:15548935-15581495	0	No evidence available							0	No evidence available							2012-05-09		
SURF1	6834	9q34.2	chr9:145565698-145570630	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009723	
SUZ12	23512	17q11.2	chr17:32882881-32946915	0	No evidence available							0	No evidence available							2012-07-06		
SYN1	6853	Xp11.3-p11.23	chrX:46981791-47029757	3	Sufficient evidence for dosage pathogenicity	14985377	21441247	34243774	34078716	30390306		0	No evidence available							2022-07-12	MONDO:0100148	
SYNCRIP	10492	6q14.3	chr6:86824583-86860901	3	Sufficient evidence for dosage pathogenicity	34157790	33874999					0	No evidence available							2024-04-15	MONDO:0800456	
SYNE4	163183	19q13.12	chr19:38549106-38554612	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014237	
SYNGAP1	8831	6p21.32	chr6:33241023-33275052	3	Sufficient evidence for dosage pathogenicity	26989088	30541864	21237447  19196676	25533962	23708187	26079862	0	No evidence available							2021-11-09	MONDO:0100038	
SYP	6855	Xp11.23	chrX:48599669-48612059	1	Little evidence for dosage pathogenicity	19377476						0	No evidence available							2018-09-26	MONDO:0010429	
SYT14	255928	1q32.2	chr1:209147693-209410005	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013645	
TAB2	23118	6q25.1	chr6:150418451-150611459	1	Little evidence for dosage pathogenicity	27452334	28464518	31959127				0	No evidence available							2020-05-27	MONDO:0014000	
TACSTD2	4070	1p32.1	chr1:58453397-58455216	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008777	
TAF13	6884	1p13.3	chr1:109095527-109108873	1	Little evidence for dosage pathogenicity	24463507						0	No evidence available							2019-05-22	MONDO:0005090	
TAF2	6873	8q24.12	chr8:120859650-120961708	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014273	
TAOK1	57551	17q11.2	chr17:30333099-30494790	3	Sufficient evidence for dosage pathogenicity	33565190	35091509	31230721	34740920			0	No evidence available							2023-06-28	MONDO:0000508	
TBC1D20	128637	20p13	chr20:467365-506293	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014296	
TBC1D5	9779	3p24.3	chr3:17159342-18446928	0	No evidence available							0	No evidence available							2015-10-30		
TBCE	6905	1q42.3	chr1:234759088-234848336	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-05-17	MONDO:0009426	
TBL1XR1	79718	3q26.32	chr3:179822328-180031144	3	Sufficient evidence for dosage pathogenicity	22495309	25425123	26740553				1	Little evidence for dosage pathogenicity	28574232						2019-03-27	MONDO:0014842	
TBR1	10716	2q24.2	chr2:161874640-161884225	3	Sufficient evidence for dosage pathogenicity	24458984	25849321	23160955				0	No evidence available							2018-01-24	MONDO:0100038	
TBX1	6899	22q11.21	chr22:20133557-20160463	1	Little evidence for dosage pathogenicity	25860641	30083032	29500247	23828768	26036351		0	No evidence available							2024-06-11	MONDO:0008644	
TBX2	6909	17q23.2	chr17:62268710-62278311	1	Little evidence for dosage pathogenicity	28372585						0	No evidence available							2018-08-08		
TBX20	57057	7p14.2	chr7:35343508-35395177	2	Some evidence for dosage pathogenicity	17668378	30820038	27510170	28553164			0	No evidence available							2023-05-10	MONDO:0005267	
TBX22	50945	Xq21.1	chrX:78447022-78464040	3	Sufficient evidence for dosage pathogenicity	11559848	14729838	17868388	22784330	25373698	29932061	0	No evidence available							2023-03-28	MONDO:0010560	
TBX3	6926	12q24.21	chr12:114647343-114661251	3	Sufficient evidence for dosage pathogenicity	12668170	28145909	12116211				0	No evidence available							2020-09-23	MONDO:0008411	
TBX4	9496	17q23.2	chr17:62321249-62353953	3	Sufficient evidence for dosage pathogenicity	15106123	23592887	29120062				0	No evidence available							2019-12-11	MONDO:0007841	
TBX5	6910	12q24.21	chr12:114330644-114385180	3	Sufficient evidence for dosage pathogenicity	24664498	10077612	12818525				0	No evidence available							2020-07-29	MONDO:0007732	
TCF12	6938	15q21.3	chr15:54721886-55102007	3	Sufficient evidence for dosage pathogenicity	23354436	25271085	30858722	27158814	24648389		0	No evidence available							2023-08-16	MONDO:0014128	
TCF20	6942	22q13.2|22q13.3	chr22:42639511-42824618	3	Sufficient evidence for dosage pathogenicity	27436265	25228304	28135719				0	No evidence available							2019-06-26	MONDO:0100038	
TCF4	6925	18q21.2	chr18:55425274-55867907	3	Sufficient evidence for dosage pathogenicity	17478476	29604340	22045651				0	No evidence available							2020-07-08	MONDO:0012589	
TCF7L2	6934	10q25.2-q25.3	chr10:113841538-114058955	1	Little evidence for dosage pathogenicity	25363768						0	No evidence available							2019-03-27	MONDO:0100038	
TCIRG1	10312	11q13.2	chr11:68042666-68054536	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009815	
